 TIME                    ,±ÃÊýÁ¿                   ,±ÃÆµÂÊ                   ,ÀäÈ´ËþÊýÁ¿               ,ÀäÈ´ËþÆµÂÊ               ,
  +4.5775000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5776000000000004E+03,  +1.0000000000000000E+00,  +3.8000000000000000E+01,  +2.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5776999999999998E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5778000000000002E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5778999999999996E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5780000000000000E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5781000000000004E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5781999999999998E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.4000000000000000E+01,
  +4.5783000000000002E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5783999999999996E+03,  +1.0000000000000000E+00,  +3.8000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5785000000000000E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5786000000000004E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5786999999999998E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5788000000000002E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5788999999999996E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5790000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.4000000000000000E+01,
  +4.5791000000000004E+03,  +1.0000000000000000E+00,  +3.8000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5791999999999998E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5793000000000002E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5793999999999996E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5795000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5796000000000004E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5796999999999998E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5798000000000002E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5798999999999996E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5800000000000000E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5801000000000004E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5801999999999998E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.4000000000000000E+01,
  +4.5803000000000002E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5803999999999996E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5805000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.4000000000000000E+01,
  +4.5806000000000004E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5806999999999998E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5808000000000002E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5808999999999996E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5810000000000000E+03,  +1.0000000000000000E+00,  +3.8000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5811000000000004E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5811999999999998E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.4000000000000000E+01,
  +4.5813000000000002E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5813999999999996E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.4000000000000000E+01,
  +4.5815000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5816000000000004E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5816999999999998E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5818000000000002E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5818999999999996E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5820000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5821000000000004E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5821999999999998E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5823000000000002E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5823999999999996E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.4000000000000000E+01,
  +4.5825000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5826000000000004E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.4000000000000000E+01,
  +4.5826999999999998E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5828000000000002E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5828999999999996E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5830000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5831000000000004E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.4000000000000000E+01,
  +4.5831999999999998E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5833000000000002E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5833999999999996E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5835000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5836000000000004E+03,  +1.0000000000000000E+00,  +3.8000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5836999999999998E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5838000000000002E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5838999999999996E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5840000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5841000000000004E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5841999999999998E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5843000000000002E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5843999999999996E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5845000000000000E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5846000000000004E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5846999999999998E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5848000000000002E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.8000000000000000E+01,
  +4.5848999999999996E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5850000000000000E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5851000000000004E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5851999999999998E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5853000000000002E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.4000000000000000E+01,
  +4.5853999999999996E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5855000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5856000000000004E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5856999999999998E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5858000000000002E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5858999999999996E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5860000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.4000000000000000E+01,
  +4.5861000000000004E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5861999999999998E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5863000000000002E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5863999999999996E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5865000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.4000000000000000E+01,
  +4.5866000000000004E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5866999999999998E+03,  +1.0000000000000000E+00,  +3.8000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5868000000000002E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5868999999999996E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5870000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5871000000000004E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5871999999999998E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5873000000000002E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.8000000000000000E+01,
  +4.5873999999999996E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5875000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5876000000000004E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5876999999999998E+03,  +1.0000000000000000E+00,  +3.8000000000000000E+01,  +2.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5878000000000002E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5878999999999996E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5880000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5881000000000004E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.4000000000000000E+01,
  +4.5881999999999998E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5883000000000002E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5883999999999996E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.4000000000000000E+01,
  +4.5885000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.4000000000000000E+01,
  +4.5886000000000004E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5886999999999998E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.4000000000000000E+01,
  +4.5888000000000002E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.4000000000000000E+01,
  +4.5888999999999996E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5890000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5891000000000004E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5891999999999998E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5893000000000002E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5893999999999996E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5895000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5896000000000004E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.4000000000000000E+01,
  +4.5896999999999998E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5898000000000002E+03,  +1.0000000000000000E+00,  +3.8000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5898999999999996E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5900000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5901000000000004E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5901999999999998E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5903000000000002E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +4.1000000000000000E+01,
  +4.5903999999999996E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5905000000000000E+03,  +1.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
  +4.5906000000000004E+03,  +2.0000000000000000E+00,  +3.5000000000000000E+01,  +1.0000000000000000E+00,  +3.5000000000000000E+01,
