 TIME                    ,¸ººÉ                     ,
  +4.5705000000000000E+03,  +2.1692606540000002E+03,
  +4.5706000000000004E+03,  +4.2797500190000001E+03,
  +4.5706999999999998E+03,  +4.7840828490000004E+03,
  +4.5708000000000002E+03,  +3.5898365650000001E+03,
  +4.5708999999999996E+03,  +4.0022333950000002E+03,
  +4.5710000000000000E+03,  +4.8354395649999997E+03,
  +4.5711000000000004E+03,  +2.8857214230000000E+03,
  +4.5711999999999998E+03,  +4.9751264689999998E+03,
  +4.5713000000000002E+03,  +2.1893573080000001E+03,
  +4.5713999999999996E+03,  +3.9109107859999999E+03,
  +4.5715000000000000E+03,  +3.2891526279999998E+03,
  +4.5716000000000004E+03,  +4.5222141510000001E+03,
  +4.5716999999999998E+03,  +3.5690728970000000E+03,
  +4.5718000000000002E+03,  +4.9825824020000000E+03,
  +4.5718999999999996E+03,  +3.7273879889999998E+03,
  +4.5720000000000000E+03,  +3.8582785589999999E+03,
  +4.5721000000000004E+03,  +4.5331140480000004E+03,
  +4.5721999999999998E+03,  +3.8940963160000001E+03,
  +4.5723000000000002E+03,  +4.4733825040000002E+03,
  +4.5723999999999996E+03,  +3.2135653619999998E+03,
  +4.5725000000000000E+03,  +4.8501318410000003E+03,
  +4.5726000000000004E+03,  +4.4171647860000003E+03,
  +4.5726999999999998E+03,  +2.8851072549999999E+03,
  +4.5728000000000002E+03,  +4.7231257089999999E+03,
  +4.5728999999999996E+03,  +2.8212040649999999E+03,
  +4.5730000000000000E+03,  +3.7898083299999998E+03,
  +4.5731000000000004E+03,  +3.4514081700000002E+03,
  +4.5731999999999998E+03,  +2.4833715499999998E+03,
  +4.5733000000000002E+03,  +2.0804366310000000E+03,
  +4.5733999999999996E+03,  +4.4391233130000001E+03,
  +4.5735000000000000E+03,  +2.5236354820000001E+03,
  +4.5736000000000004E+03,  +3.8470284510000001E+03,
  +4.5736999999999998E+03,  +2.0911002650000000E+03,
  +4.5738000000000002E+03,  +3.5217116649999998E+03,
  +4.5738999999999996E+03,  +2.7711927700000001E+03,
  +4.5740000000000000E+03,  +4.2426348520000001E+03,
  +4.5741000000000004E+03,  +4.2053069100000002E+03,
  +4.5741999999999998E+03,  +2.9914994409999999E+03,
  +4.5743000000000002E+03,  +2.7647417810000002E+03,
  +4.5743999999999996E+03,  +4.3090177409999997E+03,
  +4.5745000000000000E+03,  +2.3899360489999999E+03,
  +4.5746000000000004E+03,  +4.6973124349999998E+03,
  +4.5746999999999998E+03,  +4.6470589559999999E+03,
  +4.5748000000000002E+03,  +4.4014354240000002E+03,
  +4.5748999999999996E+03,  +3.7165628320000001E+03,
  +4.5750000000000000E+03,  +4.8639630930000003E+03,
  +4.5751000000000004E+03,  +4.3466410599999999E+03,
  +4.5751999999999998E+03,  +2.7700832129999999E+03,
  +4.5753000000000002E+03,  +4.5862905540000002E+03,
  +4.5753999999999996E+03,  +2.7035915860000000E+03,
  +4.5755000000000000E+03,  +3.6677869700000001E+03,
  +4.5756000000000004E+03,  +4.6433327509999999E+03,
  +4.5756999999999998E+03,  +4.9771453309999997E+03,
  +4.5758000000000002E+03,  +4.2576668669999999E+03,
  +4.5758999999999996E+03,  +2.2992338049999998E+03,
  +4.5760000000000000E+03,  +1.3243929940000000E+03,
  +4.5761000000000004E+03,  +9.2924123489999999E+02,
  +4.5761999999999998E+03,  +1.2490953840000000E+03,
  +4.5763000000000002E+03,  +1.9291260510000000E+03,
  +4.5763999999999996E+03,  +1.2891364020000001E+03,
  +4.5765000000000000E+03,  +1.3325160020000001E+03,
  +4.5766000000000004E+03,  +1.9653932930000001E+03,
  +4.5766999999999998E+03,  +1.6122705120000001E+03,
  +4.5768000000000002E+03,  +1.0389903449999999E+03,
  +4.5768999999999996E+03,  +1.7057796300000000E+03,
  +4.5770000000000000E+03,  +1.9005788940000000E+03,
  +4.5771000000000004E+03,  +1.0343007689999999E+03,
  +4.5771999999999998E+03,  +1.3123232009999999E+03,
  +4.5773000000000002E+03,  +1.4685317500000001E+03,
  +4.5773999999999996E+03,  +1.5146827510000001E+03,
  +4.5775000000000000E+03,  +1.9153246799999999E+03,
  +4.5776000000000004E+03,  +1.4196536739999999E+03,
  +4.5776999999999998E+03,  +1.2339860369999999E+03,
  +4.5778000000000002E+03,  +9.9303392610000003E+02,
  +4.5778999999999996E+03,  +1.2572522380000000E+03,
  +4.5780000000000000E+03,  +1.0366550139999999E+03,
  +4.5781000000000004E+03,  +1.3868144430000000E+03,
  +4.5781999999999998E+03,  +1.0061249140000000E+03,
  +4.5783000000000002E+03,  +1.8563976620000001E+03,
  +4.5783999999999996E+03,  +1.6310759860000001E+03,
  +4.5785000000000000E+03,  +1.3049392640000001E+03,
  +4.5786000000000004E+03,  +1.0845724470000000E+03,
  +4.5786999999999998E+03,  +1.0173943330000000E+03,
  +4.5788000000000002E+03,  +1.1504777200000001E+03,
  +4.5788999999999996E+03,  +1.8841456320000000E+03,
  +4.5790000000000000E+03,  +1.3370134840000001E+03,
  +4.5791000000000004E+03,  +1.6780156300000001E+03,
  +4.5791999999999998E+03,  +1.2893577210000001E+03,
  +4.5793000000000002E+03,  +1.7775547010000000E+03,
  +4.5793999999999996E+03,  +1.7009149740000000E+03,
  +4.5795000000000000E+03,  +1.9738225480000001E+03,
  +4.5796000000000004E+03,  +1.2620520220000001E+03,
  +4.5796999999999998E+03,  +9.0922638670000003E+02,
  +4.5798000000000002E+03,  +1.4572816869999999E+03,
  +4.5798999999999996E+03,  +1.8927519070000001E+03,
  +4.5800000000000000E+03,  +1.7872503330000000E+03,
  +4.5801000000000004E+03,  +1.1595634250000001E+03,
  +4.5801999999999998E+03,  +1.3555491110000000E+03,
  +4.5803000000000002E+03,  +1.3284039760000001E+03,
  +4.5803999999999996E+03,  +1.8962814440000000E+03,
  +4.5805000000000000E+03,  +9.5868024690000004E+02,
  +4.5806000000000004E+03,  +1.3418689930000000E+03,
  +4.5806999999999998E+03,  +1.0801902809999999E+03,
  +4.5808000000000002E+03,  +1.4089003520000001E+03,
  +4.5808999999999996E+03,  +1.0554455820000001E+03,
  +4.5810000000000000E+03,  +1.0145499030000000E+03,
  +4.5811000000000004E+03,  +1.6792290640000001E+03,
  +4.5811999999999998E+03,  +1.5044512709999999E+03,
  +4.5813000000000002E+03,  +1.0965256099999999E+03,
  +4.5813999999999996E+03,  +1.0854986230000000E+03,
  +4.5815000000000000E+03,  +1.8362211709999999E+03,
  +4.5816000000000004E+03,  +1.5916103530000000E+03,
  +4.5816999999999998E+03,  +1.3004928560000001E+03,
  +4.5818000000000002E+03,  +1.6914868260000001E+03,
  +4.5818999999999996E+03,  +1.8833735970000000E+03,
  +4.5820000000000000E+03,  +1.0552227909999999E+03,
  +4.5821000000000004E+03,  +1.8802727090000001E+03,
  +4.5821999999999998E+03,  +1.3087223640000000E+03,
  +4.5823000000000002E+03,  +1.7730202409999999E+03,
  +4.5823999999999996E+03,  +1.2852131099999999E+03,
  +4.5825000000000000E+03,  +1.1544721350000000E+03,
  +4.5826000000000004E+03,  +1.2292632650000000E+03,
  +4.5826999999999998E+03,  +9.9299111019999998E+02,
  +4.5828000000000002E+03,  +1.5303345560000000E+03,
  +4.5828999999999996E+03,  +1.7780601320000001E+03,
  +4.5830000000000000E+03,  +1.2458966089999999E+03,
  +4.5831000000000004E+03,  +1.2283117080000000E+03,
  +4.5831999999999998E+03,  +1.3998001170000000E+03,
  +4.5833000000000002E+03,  +1.8083576499999999E+03,
  +4.5833999999999996E+03,  +1.7220196240000000E+03,
  +4.5835000000000000E+03,  +1.7291816870000000E+03,
  +4.5836000000000004E+03,  +1.2509120820000001E+03,
  +4.5836999999999998E+03,  +1.8632304620000000E+03,
  +4.5838000000000002E+03,  +1.0113718790000000E+03,
  +4.5838999999999996E+03,  +1.4779022080000000E+03,
  +4.5840000000000000E+03,  +1.2959846390000000E+03,
  +4.5841000000000004E+03,  +9.4006091709999998E+02,
  +4.5841999999999998E+03,  +1.7179215830000001E+03,
  +4.5843000000000002E+03,  +1.3469921350000000E+03,
  +4.5843999999999996E+03,  +1.5704283029999999E+03,
  +4.5845000000000000E+03,  +1.9801616420000000E+03,
  +4.5846000000000004E+03,  +1.9412644069999999E+03,
  +4.5846999999999998E+03,  +1.7036522590000000E+03,
  +4.5848000000000002E+03,  +1.4836640849999999E+03,
  +4.5848999999999996E+03,  +1.6579804839999999E+03,
  +4.5850000000000000E+03,  +9.4248508870000001E+02,
  +4.5851000000000004E+03,  +1.6717794500000000E+03,
  +4.5851999999999998E+03,  +1.4346836610000000E+03,
  +4.5853000000000002E+03,  +1.9188982480000000E+03,
  +4.5853999999999996E+03,  +1.1123608090000000E+03,
  +4.5855000000000000E+03,  +1.1620165520000000E+03,
  +4.5856000000000004E+03,  +1.3108366450000001E+03,
  +4.5856999999999998E+03,  +1.3090822760000001E+03,
