 TIME                    ,ÏµÍ³COP                  ,Time                     ,¸ººÉ                     ,
  +4.5058999999999996E+03,  +4.7191597202385678E+00,  +4.5060000000000000E+03,  +1.7398646100000001E+03,
  +4.5060000000000000E+03,  +4.9927260766556492E+00,  +4.5061000000000004E+03,  +1.7733733130000001E+03,
  +4.5061000000000004E+03,  +4.9134631873720602E+00,  +4.5061999999999998E+03,  +1.8500442280000000E+03,
  +4.5061999999999998E+03,  +4.6312699521947396E+00,  +4.5063000000000002E+03,  +1.5713431260000000E+03,
  +4.5063000000000002E+03,  +4.2123584731623023E+00,  +4.5063999999999996E+03,  +9.5296042469999998E+02,
  +4.5063999999999996E+03,  +5.0334306753671925E+00,  +4.5065000000000000E+03,  +1.7932495140000001E+03,
  +4.5065000000000000E+03,  +5.0431149870558603E+00,  +4.5066000000000004E+03,  +1.9139945040000000E+03,
  +4.5066000000000004E+03,  +4.4535394480221937E+00,  +4.5066999999999998E+03,  +1.2799699539999999E+03,
  +4.5066999999999998E+03,  +4.0982728756971687E+00,  +4.5068000000000002E+03,  +1.0209882630000000E+03,
  +4.5068000000000002E+03,  +4.6399933713844996E+00,  +4.5068999999999996E+03,  +1.1841774120000000E+03,
  +4.5068999999999996E+03,  +5.0032953322435318E+00,  +4.5070000000000000E+03,  +1.9390313080000001E+03,
  +4.5070000000000000E+03,  +4.3246934632536762E+00,  +4.5071000000000004E+03,  +1.2658841629999999E+03,
  +4.5071000000000004E+03,  +4.9359492206913034E+00,  +4.5071999999999998E+03,  +1.6960450550000000E+03,
  +4.5071999999999998E+03,  +4.2131044241233875E+00,  +4.5073000000000002E+03,  +9.5438362549999999E+02,
  +4.5073000000000002E+03,  +4.3017583811090159E+00,  +4.5073999999999996E+03,  +1.1505843780000000E+03,
  +4.5073999999999996E+03,  +4.1267592583360431E+00,  +4.5075000000000000E+03,  +9.5723193770000000E+02,
  +4.5075000000000000E+03,  +5.1763219619139873E+00,  +4.5076000000000004E+03,  +1.9274621589999999E+03,
  +4.5076000000000004E+03,  +4.4629930407202885E+00,  +4.5076999999999998E+03,  +1.2836861560000000E+03,
  +4.5076999999999998E+03,  +4.6268375819093990E+00,  +4.5078000000000002E+03,  +1.4652307140000000E+03,
  +4.5078000000000002E+03,  +4.3374701458437324E+00,  +4.5078999999999996E+03,  +1.1894005020000000E+03,
  +4.5078999999999996E+03,  +5.0361524627609002E+00,  +4.5080000000000000E+03,  +1.8026594050000001E+03,
  +4.5080000000000000E+03,  +4.5644031474432047E+00,  +4.5081000000000004E+03,  +1.5362360639999999E+03,
  +4.5081000000000004E+03,  +4.9368850648490872E+00,  +4.5081999999999998E+03,  +1.8363411970000000E+03,
  +4.5081999999999998E+03,  +4.4869068922014144E+00,  +4.5083000000000002E+03,  +1.4444257600000001E+03,
  +4.5083000000000002E+03,  +4.0408209328256897E+00,  +4.5083999999999996E+03,  +9.9221683169999994E+02,
  +4.5083999999999996E+03,  +4.5697352696494802E+00,  +4.5085000000000000E+03,  +1.5758438410000001E+03,
  +4.5085000000000000E+03,  +4.9629732039683967E+00,  +4.5086000000000004E+03,  +1.7218681910000000E+03,
  +4.5086000000000004E+03,  +5.3309753714604637E+00,  +4.5086999999999998E+03,  +1.9806723569999999E+03,
  +4.5086999999999998E+03,  +4.8639195192899587E+00,  +4.5088000000000002E+03,  +1.8146957550000000E+03,
  +4.5088000000000002E+03,  +4.7065332099424788E+00,  +4.5088999999999996E+03,  +1.6587211620000000E+03,
  +4.5088999999999996E+03,  +4.6913548598749140E+00,  +4.5090000000000000E+03,  +1.5855992490000001E+03,
  +4.5090000000000000E+03,  +4.8272005205277093E+00,  +4.5091000000000004E+03,  +1.7684323280000001E+03,
  +4.5091000000000004E+03,  +4.6419206297002784E+00,  +4.5091999999999998E+03,  +1.6561243640000000E+03,
  +4.5091999999999998E+03,  +4.3726247265283700E+00,  +4.5093000000000002E+03,  +1.2790828019999999E+03,
  +4.5093000000000002E+03,  +4.9601625663143327E+00,  +4.5093999999999996E+03,  +1.9097312850000001E+03,
  +4.5093999999999996E+03,  +5.2023235436633968E+00,  +4.5095000000000000E+03,  +1.8451179230000000E+03,
  +4.5095000000000000E+03,  +4.2179294920165109E+00,  +4.5096000000000004E+03,  +1.1150514989999999E+03,
  +4.5096000000000004E+03,  +4.4301449669335948E+00,  +4.5096999999999998E+03,  +1.4210877220000000E+03,
  +4.5096999999999998E+03,  +4.7176446802136160E+00,  +4.5098000000000002E+03,  +1.5886075539999999E+03,
  +4.5098000000000002E+03,  +4.7271399371931739E+00,  +4.5098999999999996E+03,  +1.4645010460000001E+03,
  +4.5098999999999996E+03,  +4.1793294173026068E+00,  +4.5100000000000000E+03,  +9.1776777360000006E+02,
  +4.5100000000000000E+03,  +4.5838093020190156E+00,  +4.5101000000000004E+03,  +1.3748154549999999E+03,
  +4.5101000000000004E+03,  +4.3130371377198529E+00,  +4.5101999999999998E+03,  +1.3076065790000000E+03,
  +4.5101999999999998E+03,  +4.7224417983012783E+00,  +4.5103000000000002E+03,  +1.4424808909999999E+03,
  +4.5103000000000002E+03,  +4.0750639112644533E+00,  +4.5103999999999996E+03,  +1.9692677970000000E+03,
  +4.5103999999999996E+03,  +3.7746954198770171E+00,  +4.5105000000000000E+03,  +1.0242885320000000E+03,
  +4.5105000000000000E+03,  +4.8066086954864300E+00,  +4.5106000000000004E+03,  +1.5482391170000001E+03,
  +4.5106000000000004E+03,  +4.1076189682324822E+00,  +4.5106999999999998E+03,  +9.3735593789999996E+02,
  +4.5106999999999998E+03,  +4.9451952243103836E+00,  +4.5108000000000002E+03,  +1.7390988940000000E+03,
  +4.5108000000000002E+03,  +4.8314287233809621E+00,  +4.5108999999999996E+03,  +1.7118355770000001E+03,
  +4.5108999999999996E+03,  +4.2545011713995287E+00,  +4.5110000000000000E+03,  +1.1071505549999999E+03,
  +4.5110000000000000E+03,  +4.8635640919754328E+00,  +4.5111000000000004E+03,  +1.7174968940000001E+03,
  +4.5111000000000004E+03,  +5.0167179316804376E+00,  +4.5111999999999998E+03,  +1.8917720810000001E+03,
  +4.5111999999999998E+03,  +4.3275460430689527E+00,  +4.5113000000000002E+03,  +1.2299217149999999E+03,
  +4.5113000000000002E+03,  +4.7609462010008050E+00,  +4.5113999999999996E+03,  +1.2835766160000001E+03,
  +4.5113999999999996E+03,  +4.6297668795191953E+00,  +4.5115000000000000E+03,  +1.3171569159999999E+03,
  +4.5115000000000000E+03,  +4.7967483225475167E+00,  +4.5116000000000004E+03,  +1.7763853720000000E+03,
  +4.5116000000000004E+03,  +4.3038286410795639E+00,  +4.5116999999999998E+03,  +9.8806197380000003E+02,
  +4.5116999999999998E+03,  +4.4840904716959047E+00,  +4.5118000000000002E+03,  +1.1428472979999999E+03,
  +4.5118000000000002E+03,  +4.8796397728821139E+00,  +4.5118999999999996E+03,  +1.7422483800000000E+03,
  +4.5118999999999996E+03,  +5.1988269440390757E+00,  +4.5120000000000000E+03,  +1.9320355580000000E+03,
  +4.5120000000000000E+03,  +4.9359363787892736E+00,  +4.5121000000000004E+03,  +1.5303428150000000E+03,
  +4.5121000000000004E+03,  +4.3336021204497923E+00,  +4.5121999999999998E+03,  +1.1468392140000001E+03,
  +4.5121999999999998E+03,  +5.1072179813533456E+00,  +4.5123000000000002E+03,  +1.9575054980000000E+03,
  +4.5123000000000002E+03,  +4.9820575724743419E+00,  +4.5123999999999996E+03,  +1.5677023500000000E+03,
  +4.5123999999999996E+03,  +4.7321725976772075E+00,  +4.5125000000000000E+03,  +1.5934421800000000E+03,
  +4.5125000000000000E+03,  +4.2076386195338076E+00,  +4.5126000000000004E+03,  +1.1760805969999999E+03,
  +4.5126000000000004E+03,  +4.3427975283333025E+00,  +4.5126999999999998E+03,  +1.1363198769999999E+03,
  +4.5126999999999998E+03,  +4.7322595085311345E+00,  +4.5128000000000002E+03,  +1.5617850830000000E+03,
  +4.5128000000000002E+03,  +4.6085372990275513E+00,  +4.5128999999999996E+03,  +1.4337598330000001E+03,
  +4.5128999999999996E+03,  +4.8592959268768636E+00,  +4.5130000000000000E+03,  +1.5593055159999999E+03,
  +4.5130000000000000E+03,  +4.9789694494688286E+00,  +4.5131000000000004E+03,  +1.8215414320000000E+03,
  +4.5131000000000004E+03,  +4.5194038036884381E+00,  +4.5131999999999998E+03,  +1.0001756060000000E+03,
  +4.5131999999999998E+03,  +4.3014225051420496E+00,  +4.5133000000000002E+03,  +9.7389439740000000E+02,
  +4.5133000000000002E+03,  +4.7944338334587382E+00,  +4.5133999999999996E+03,  +1.4573841550000000E+03,
  +4.5133999999999996E+03,  +4.3149697279266848E+00,  +4.5135000000000000E+03,  +1.0652835219999999E+03,
  +4.5135000000000000E+03,  +4.1620244443443664E+00,  +4.5136000000000004E+03,  +9.7473280829999999E+02,
  +4.5136000000000004E+03,  +4.8274746383704334E+00,  +4.5136999999999998E+03,  +1.5904744109999999E+03,
  +4.5136999999999998E+03,  +4.5732814323455280E+00,  +4.5138000000000002E+03,  +1.0337065520000001E+03,
  +4.5138000000000002E+03,  +4.5038629446190610E+00,  +4.5138999999999996E+03,  +1.2866332970000001E+03,
  +4.5138999999999996E+03,  +4.1780720928884447E+00,  +4.5140000000000000E+03,  +9.4580196169999999E+02,
  +4.5140000000000000E+03,  +4.4404365221105797E+00,  +4.5141000000000004E+03,  +1.0632020490000000E+03,
  +4.5141000000000004E+03,  +4.2407277439183932E+00,  +4.5141999999999998E+03,  +1.0307645849999999E+03,
  +4.5141999999999998E+03,  +4.6557419502984851E+00,  +4.5143000000000002E+03,  +1.4429905329999999E+03,
  +4.5143000000000002E+03,  +4.6245141169888955E+00,  +4.5143999999999996E+03,  +1.2443920210000001E+03,
  +4.5143999999999996E+03,  +4.9614645364918646E+00,  +4.5145000000000000E+03,  +1.7822918219999999E+03,
  +4.5145000000000000E+03,  +4.5350805004284487E+00,  +4.5146000000000004E+03,  +1.3390874759999999E+03,
  +4.5146000000000004E+03,  +4.6897056254033691E+00,  +4.5146999999999998E+03,  +1.3990277679999999E+03,
  +4.5146999999999998E+03,  +4.4469268969392477E+00,  +4.5148000000000002E+03,  +1.2253727770000000E+03,
  +4.5148000000000002E+03,  +4.5957933604097940E+00,  +4.5148999999999996E+03,  +1.4461018999999999E+03,
  +4.5148999999999996E+03,  +4.6628137712033295E+00,  +4.5150000000000000E+03,  +1.2849359410000000E+03,
  +4.5150000000000000E+03,  +4.4522556688405839E+00,  +4.5151000000000004E+03,  +1.0785681820000000E+03,
