 TIME                    ,ÏµÍ³COP                  ,Time                     ,¸ººÉ                     ,
  +4.7606999999999998E+03,  +5.5428609588678990E+00,  +4.7608000000000002E+03,  +4.8551789040000003E+03,
  +4.7608000000000002E+03,  +5.4834101810208784E+00,  +4.7608999999999996E+03,  +4.7798400480000000E+03,
  +4.7608999999999996E+03,  +5.2618191324075916E+00,  +4.7610000000000000E+03,  +2.4203852419999998E+03,
  +4.7610000000000000E+03,  +5.4061309017476384E+00,  +4.7611000000000004E+03,  +3.8602621589999999E+03,
  +4.7611000000000004E+03,  +5.2280374229452518E+00,  +4.7611999999999998E+03,  +2.5038171210000000E+03,
  +4.7611999999999998E+03,  +5.0830755687556195E+00,  +4.7613000000000002E+03,  +4.8092699620000003E+03,
  +4.7613000000000002E+03,  +5.5380255785640058E+00,  +4.7613999999999996E+03,  +4.7485867639999997E+03,
  +4.7613999999999996E+03,  +5.4013456412775316E+00,  +4.7615000000000000E+03,  +4.0170259649999998E+03,
  +4.7615000000000000E+03,  +5.1961553375632485E+00,  +4.7616000000000004E+03,  +3.6565544650000002E+03,
  +4.7616000000000004E+03,  +5.5740570506486797E+00,  +4.7616999999999998E+03,  +4.6208504389999998E+03,
  +4.7616999999999998E+03,  +5.1018156483400956E+00,  +4.7618000000000002E+03,  +2.8371933150000000E+03,
  +4.7618000000000002E+03,  +5.2116316024777758E+00,  +4.7618999999999996E+03,  +3.3569163509999998E+03,
  +4.7618999999999996E+03,  +5.2678335742347917E+00,  +4.7620000000000000E+03,  +3.9810671040000002E+03,
  +4.7620000000000000E+03,  +5.2213537517973361E+00,  +4.7621000000000004E+03,  +3.4096977000000002E+03,
  +4.7621000000000004E+03,  +5.5193994498319494E+00,  +4.7621999999999998E+03,  +4.0515610109999998E+03,
  +4.7621999999999998E+03,  +5.1677319578208847E+00,  +4.7623000000000002E+03,  +2.5764572650000000E+03,
  +4.7623000000000002E+03,  +5.4907744875246287E+00,  +4.7623999999999996E+03,  +4.6562008100000003E+03,
  +4.7623999999999996E+03,  +5.0740627895089752E+00,  +4.7625000000000000E+03,  +2.8619698320000002E+03,
  +4.7625000000000000E+03,  +5.2269060676177164E+00,  +4.7626000000000004E+03,  +3.4675744350000000E+03,
  +4.7626000000000004E+03,  +5.5063758912775977E+00,  +4.7626999999999998E+03,  +3.7367753530000000E+03,
  +4.7626999999999998E+03,  +4.8777828089110811E+00,  +4.7628000000000002E+03,  +2.8969620369999998E+03,
  +4.7628000000000002E+03,  +5.3277328275669298E+00,  +4.7628999999999996E+03,  +3.7035621350000001E+03,
  +4.7628999999999996E+03,  +5.1877758406776895E+00,  +4.7630000000000000E+03,  +2.1131916010000000E+03,
  +4.7630000000000000E+03,  +5.1206878804265044E+00,  +4.7631000000000004E+03,  +2.7710255860000002E+03,
  +4.7631000000000004E+03,  +4.9681300143103080E+00,  +4.7631999999999998E+03,  +3.6240038860000000E+03,
  +4.7631999999999998E+03,  +5.1566164223653299E+00,  +4.7633000000000002E+03,  +3.1746131690000002E+03,
  +4.7633000000000002E+03,  +5.0053418551108377E+00,  +4.7633999999999996E+03,  +2.7945123450000001E+03,
  +4.7633999999999996E+03,  +5.1356101125758435E+00,  +4.7635000000000000E+03,  +3.1889773519999999E+03,
  +4.7635000000000000E+03,  +5.4318383246593029E+00,  +4.7636000000000004E+03,  +3.9688713210000001E+03,
  +4.7636000000000004E+03,  +5.4741020232452247E+00,  +4.7636999999999998E+03,  +4.7836179920000004E+03,
  +4.7636999999999998E+03,  +5.0506696357056269E+00,  +4.7638000000000002E+03,  +3.0364532749999998E+03,
  +4.7638000000000002E+03,  +5.3959788765176029E+00,  +4.7638999999999996E+03,  +4.7772811810000003E+03,
  +4.7638999999999996E+03,  +5.2108377338009602E+00,  +4.7640000000000000E+03,  +2.1026308230000000E+03,
  +4.7640000000000000E+03,  +4.9599225219748710E+00,  +4.7641000000000004E+03,  +3.0360505029999999E+03,
  +4.7641000000000004E+03,  +5.4765808916252761E+00,  +4.7641999999999998E+03,  +4.3735754539999998E+03,
  +4.7641999999999998E+03,  +5.4066788928256528E+00,  +4.7643000000000002E+03,  +3.8284746709999999E+03,
  +4.7643000000000002E+03,  +5.5129512730352799E+00,  +4.7643999999999996E+03,  +4.0702787140000000E+03,
  +4.7643999999999996E+03,  +5.2214311304979892E+00,  +4.7645000000000000E+03,  +2.4619739730000001E+03,
  +4.7645000000000000E+03,  +5.2805647138614669E+00,  +4.7646000000000004E+03,  +4.0896760890000000E+03,
  +4.7646000000000004E+03,  +5.5389260972511645E+00,  +4.7646999999999998E+03,  +4.6011888840000001E+03,
  +4.7646999999999998E+03,  +5.1014884597503860E+00,  +4.7648000000000002E+03,  +3.3172857600000002E+03,
  +4.7648000000000002E+03,  +5.2295649119732950E+00,  +4.7648999999999996E+03,  +2.4505922500000001E+03,
  +4.7648999999999996E+03,  +5.4383802299827142E+00,  +4.7650000000000000E+03,  +4.0888411219999998E+03,
  +4.7650000000000000E+03,  +5.0518304413059454E+00,  +4.7651000000000004E+03,  +2.9160925960000000E+03,
  +4.7651000000000004E+03,  +5.4397937803729155E+00,  +4.7651999999999998E+03,  +4.0973664239999998E+03,
  +4.7651999999999998E+03,  +5.3092150153607136E+00,  +4.7653000000000002E+03,  +3.6518335750000001E+03,
  +4.7653000000000002E+03,  +5.5566047429608574E+00,  +4.7653999999999996E+03,  +4.5228162119999997E+03,
  +4.7653999999999996E+03,  +5.4044137936333732E+00,  +4.7655000000000000E+03,  +4.9960235249999996E+03,
  +4.7655000000000000E+03,  +5.3619047998760001E+00,  +4.7656000000000004E+03,  +3.8585485829999998E+03,
  +4.7656000000000004E+03,  +5.6559679930558326E+00,  +4.7656999999999998E+03,  +4.1923557520000004E+03,
  +4.7656999999999998E+03,  +5.0776584383108432E+00,  +4.7658000000000002E+03,  +2.7923263360000001E+03,
  +4.7658000000000002E+03,  +5.0350968008863717E+00,  +4.7658999999999996E+03,  +2.9845428569999999E+03,
  +4.7658999999999996E+03,  +5.3332359454087541E+00,  +4.7660000000000000E+03,  +3.7783589550000002E+03,
  +4.7660000000000000E+03,  +5.5211323778181072E+00,  +4.7661000000000004E+03,  +4.5920961669999997E+03,
  +4.7661000000000004E+03,  +5.5603446784654063E+00,  +4.7661999999999998E+03,  +4.7072058800000004E+03,
  +4.7661999999999998E+03,  +5.0572682119844021E+00,  +4.7663000000000002E+03,  +2.8516624259999999E+03,
  +4.7663000000000002E+03,  +5.5041359577045128E+00,  +4.7663999999999996E+03,  +4.3978058209999999E+03,
  +4.7663999999999996E+03,  +5.3576959566228206E+00,  +4.7665000000000000E+03,  +3.8279085289999998E+03,
  +4.7665000000000000E+03,  +5.0804252364792495E+00,  +4.7666000000000004E+03,  +2.8048149659999999E+03,
  +4.7666000000000004E+03,  +5.4930469120134564E+00,  +4.7666999999999998E+03,  +4.6034009790000000E+03,
  +4.7666999999999998E+03,  +5.2604499274114822E+00,  +4.7668000000000002E+03,  +2.2741972730000002E+03,
  +4.7668000000000002E+03,  +5.1796169067334619E+00,  +4.7668999999999996E+03,  +3.6177610960000002E+03,
  +4.7668999999999996E+03,  +5.1948510421865342E+00,  +4.7670000000000000E+03,  +3.5550755629999999E+03,
  +4.7670000000000000E+03,  +5.1061221733229640E+00,  +4.7671000000000004E+03,  +3.0944730159999999E+03,
  +4.7671000000000004E+03,  +5.0934010208462350E+00,  +4.7671999999999998E+03,  +2.8188653840000002E+03,
  +4.7671999999999998E+03,  +5.4658479085397618E+00,  +4.7673000000000002E+03,  +4.7288219449999997E+03,
  +4.7673000000000002E+03,  +5.3921014239776133E+00,  +4.7673999999999996E+03,  +4.5384134489999997E+03,
  +4.7673999999999996E+03,  +5.5382981585499271E+00,  +4.7675000000000000E+03,  +4.5248387300000004E+03,
  +4.7675000000000000E+03,  +5.2079157723753768E+00,  +4.7676000000000004E+03,  +3.5574625390000001E+03,
  +4.7676000000000004E+03,  +5.2183706508587777E+00,  +4.7676999999999998E+03,  +2.1034070200000001E+03,
  +4.7676999999999998E+03,  +5.3361356399655611E+00,  +4.7678000000000002E+03,  +3.7023665400000000E+03,
  +4.7678000000000002E+03,  +5.5226527863646320E+00,  +4.7678999999999996E+03,  +4.6816981440000000E+03,
  +4.7678999999999996E+03,  +5.4849027635547074E+00,  +4.7680000000000000E+03,  +4.6337635769999997E+03,
  +4.7680000000000000E+03,  +5.0820947596047432E+00,  +4.7681000000000004E+03,  +1.9513279450000000E+03,
  +4.7681000000000004E+03,  +4.9446514888681685E+00,  +4.7681999999999998E+03,  +1.7839717539999999E+03,
  +4.7681999999999998E+03,  +4.4986914578503416E+00,  +4.7683000000000002E+03,  +1.4177481680000001E+03,
  +4.7683000000000002E+03,  +4.7025721433573162E+00,  +4.7683999999999996E+03,  +1.4796971510000001E+03,
  +4.7683999999999996E+03,  +4.6179015852291769E+00,  +4.7685000000000000E+03,  +1.3631752910000000E+03,
  +4.7685000000000000E+03,  +4.9413257867843345E+00,  +4.7686000000000004E+03,  +1.8809672690000000E+03,
  +4.7686000000000004E+03,  +5.0472282072921280E+00,  +4.7686999999999998E+03,  +1.8617229689999999E+03,
  +4.7686999999999998E+03,  +4.4518718713305390E+00,  +4.7688000000000002E+03,  +1.1671414990000001E+03,
  +4.7688000000000002E+03,  +4.2166018552951918E+00,  +4.7688999999999996E+03,  +1.1598883780000001E+03,
  +4.7688999999999996E+03,  +4.4619480807870096E+00,  +4.7690000000000000E+03,  +1.1396149680000001E+03,
  +4.7690000000000000E+03,  +4.5054880587713493E+00,  +4.7691000000000004E+03,  +1.3930468300000000E+03,
  +4.7691000000000004E+03,  +4.2263419115369585E+00,  +4.7691999999999998E+03,  +1.2131716699999999E+03,
  +4.7691999999999998E+03,  +4.1681800514170773E+00,  +4.7693000000000002E+03,  +1.0660351390000001E+03,
  +4.7693000000000002E+03,  +4.6317289498515279E+00,  +4.7693999999999996E+03,  +1.5525183649999999E+03,
  +4.7693999999999996E+03,  +5.0672898891405422E+00,  +4.7695000000000000E+03,  +1.8740387960000000E+03,
  +4.7695000000000000E+03,  +4.3939386819701820E+00,  +4.7696000000000004E+03,  +1.2839180260000001E+03,
  +4.7696000000000004E+03,  +4.0545918389695546E+00,  +4.7696999999999998E+03,  +1.0442552390000001E+03,
  +4.7696999999999998E+03,  +4.8239022658505508E+00,  +4.7698000000000002E+03,  +1.6266960850000000E+03,
  +4.7698000000000002E+03,  +4.7296100361477160E+00,  +4.7698999999999996E+03,  +1.5357154680000001E+03,
  +4.7698999999999996E+03,  +4.4932147833889440E+00,  +4.7700000000000000E+03,  +1.2179047399999999E+03,
  +4.7700000000000000E+03,  +5.0924388285997200E+00,  +4.7701000000000004E+03,  +1.9282779390000001E+03,
  +4.7701000000000004E+03,  +4.9884727446914736E+00,  +4.7701999999999998E+03,  +1.8314119740000001E+03,
  +4.7701999999999998E+03,  +4.9510989285044333E+00,  +4.7703000000000002E+03,  +1.9372342890000000E+03,
  +4.7703000000000002E+03,  +4.9957981037080446E+00,  +4.7703999999999996E+03,  +1.9770399709999999E+03,
  +4.7703999999999996E+03,  +5.0003681467616365E+00,  +4.7705000000000000E+03,  +1.9820350670000000E+03,
  +4.7705000000000000E+03,  +4.7284245395083317E+00,  +4.7706000000000004E+03,  +1.5447736010000001E+03,
  +4.7706000000000004E+03,  +4.3837143546378803E+00,  +4.7706999999999998E+03,  +1.0972230230000000E+03,
  +4.7706999999999998E+03,  +5.0592901342024694E+00,  +4.7708000000000002E+03,  +1.8854016240000001E+03,
  +4.7708000000000002E+03,  +4.4812876392836394E+00,  +4.7708999999999996E+03,  +1.2195773569999999E+03,
  +4.7708999999999996E+03,  +4.9699043777705931E+00,  +4.7710000000000000E+03,  +1.7877789319999999E+03,
  +4.7710000000000000E+03,  +4.7724550763343911E+00,  +4.7711000000000004E+03,  +1.5960101760000000E+03,
  +4.7711000000000004E+03,  +4.9973064629986306E+00,  +4.7711999999999998E+03,  +1.9867515100000001E+03,
  +4.7711999999999998E+03,  +4.6417374809466745E+00,  +4.7713000000000002E+03,  +1.4360970720000000E+03,
  +4.7713000000000002E+03,  +4.3708283389292735E+00,  +4.7713999999999996E+03,  +1.0814238410000000E+03,
  +4.7713999999999996E+03,  +4.8809095146076293E+00,  +4.7715000000000000E+03,  +1.6831911050000001E+03,
  +4.7715000000000000E+03,  +4.6494974896120134E+00,  +4.7716000000000004E+03,  +1.4544439990000001E+03,
  +4.7716000000000004E+03,  +4.3784930596721594E+00,  +4.7716999999999998E+03,  +1.0909180870000000E+03,
  +4.7716999999999998E+03,  +4.4526839131026357E+00,  +4.7718000000000002E+03,  +1.1592655150000001E+03,
  +4.7718000000000002E+03,  +4.8661184480061026E+00,  +4.7718999999999996E+03,  +1.6687185390000000E+03,
  +4.7718999999999996E+03,  +5.1178552941977919E+00,  +4.7720000000000000E+03,  +1.9854032099999999E+03,
  +4.7720000000000000E+03,  +5.0688020600404036E+00,  +4.7721000000000004E+03,  +1.9406809300000000E+03,
  +4.7721000000000004E+03,  +4.2310050169803963E+00,  +4.7721999999999998E+03,  +9.6441884330000005E+02,
  +4.7721999999999998E+03,  +4.4608604098917883E+00,  +4.7723000000000002E+03,  +1.1676937350000001E+03,
  +4.7723000000000002E+03,  +4.0137558407202931E+00,  +4.7723999999999996E+03,  +9.0539714670000001E+02,
  +4.7723999999999996E+03,  +4.5504265274241575E+00,  +4.7725000000000000E+03,  +1.2557315840000001E+03,
  +4.7725000000000000E+03,  +4.9555824343871731E+00,  +4.7726000000000004E+03,  +1.9066527460000000E+03,
  +4.7726000000000004E+03,  +4.5443216517097742E+00,  +4.7726999999999998E+03,  +1.4831112000000001E+03,
  +4.7726999999999998E+03,  +4.6553234542475259E+00,  +4.7728000000000002E+03,  +1.4265523280000000E+03,
  +4.7728000000000002E+03,  +4.6409482150245518E+00,  +4.7728999999999996E+03,  +1.4164311749999999E+03,
  +4.7728999999999996E+03,  +4.9838358555244762E+00,  +4.7730000000000000E+03,  +1.8004398360000000E+03,
  +4.7730000000000000E+03,  +4.5949292191814504E+00,  +4.7731000000000004E+03,  +1.3640682310000000E+03,
  +4.7731000000000004E+03,  +4.7825469719407732E+00,  +4.7731999999999998E+03,  +1.5864057130000001E+03,
  +4.7731999999999998E+03,  +4.5129006011961454E+00,  +4.7733000000000002E+03,  +1.2385128310000000E+03,
  +4.7733000000000002E+03,  +4.5282622284899112E+00,  +4.7733999999999996E+03,  +1.5392243350000001E+03,
  +4.7733999999999996E+03,  +4.6848123441997194E+00,  +4.7735000000000000E+03,  +1.4540517170000001E+03,
  +4.7735000000000000E+03,  +4.4020967112016027E+00,  +4.7736000000000004E+03,  +1.0981057149999999E+03,
  +4.7736000000000004E+03,  +3.9532941487418847E+00,  +4.7736999999999998E+03,  +9.5355021199999999E+02,
  +4.7736999999999998E+03,  +4.5750167575031746E+00,  +4.7738000000000002E+03,  +1.2862280459999999E+03,
  +4.7738000000000002E+03,  +4.7172322498350887E+00,  +4.7738999999999996E+03,  +1.6292195429999999E+03,
  +4.7738999999999996E+03,  +4.6723970186003561E+00,  +4.7740000000000000E+03,  +1.4346791790000000E+03,
  +4.7740000000000000E+03,  +4.8183549309859313E+00,  +4.7741000000000004E+03,  +1.6096429360000000E+03,
  +4.7741000000000004E+03,  +4.7982145665065179E+00,  +4.7741999999999998E+03,  +1.7279548550000000E+03,
  +4.7741999999999998E+03,  +4.8576850087349674E+00,  +4.7743000000000002E+03,  +1.6441237050000000E+03,
  +4.7743000000000002E+03,  +4.3693107823465045E+00,  +4.7743999999999996E+03,  +1.0632447310000000E+03,
  +4.7743999999999996E+03,  +4.7193664996904037E+00,  +4.7745000000000000E+03,  +1.6267812990000000E+03,
  +4.7745000000000000E+03,  +5.0484273980500420E+00,  +4.7746000000000004E+03,  +1.8406919519999999E+03,
  +4.7746000000000004E+03,  +4.8675964656494122E+00,  +4.7746999999999998E+03,  +1.6642332550000001E+03,
  +4.7746999999999998E+03,  +4.9816301734710242E+00,  +4.7748000000000002E+03,  +1.7835384380000000E+03,
  +4.7748000000000002E+03,  +5.0909408691731901E+00,  +4.7748999999999996E+03,  +1.9159969360000000E+03,
  +4.7748999999999996E+03,  +4.7569724111998797E+00,  +4.7750000000000000E+03,  +1.7289052290000000E+03,
  +4.7750000000000000E+03,  +4.9077651331114120E+00,  +4.7751000000000004E+03,  +1.8177974560000000E+03,
  +4.7751000000000004E+03,  +4.7470529236094192E+00,  +4.7751999999999998E+03,  +1.6489905580000000E+03,
  +4.7751999999999998E+03,  +4.2333370384531159E+00,  +4.7753000000000002E+03,  +9.1963277049999999E+02,
  +4.7753000000000002E+03,  +4.4840803484112914E+00,  +4.7753999999999996E+03,  +1.1449602379999999E+03,
  +4.7753999999999996E+03,  +5.1451888836934714E+00,  +4.7755000000000000E+03,  +1.9343570660000000E+03,
  +4.7755000000000000E+03,  +4.2070238617823232E+00,  +4.7756000000000004E+03,  +9.1069392249999999E+02,
  +4.7756000000000004E+03,  +4.3215676186535692E+00,  +4.7756999999999998E+03,  +1.1416349630000000E+03,
  +4.7756999999999998E+03,  +5.0781828740115982E+00,  +4.7758000000000002E+03,  +1.9891317360000000E+03,
  +4.7758000000000002E+03,  +4.6893496240545698E+00,  +4.7758999999999996E+03,  +1.4326699830000000E+03,
  +4.7758999999999996E+03,  +4.4161036352800673E+00,  +4.7760000000000000E+03,  +1.0846508160000001E+03,
  +4.7760000000000000E+03,  +4.7350568819024126E+00,  +4.7761000000000004E+03,  +1.4852586830000000E+03,
  +4.7761000000000004E+03,  +4.7835110998804371E+00,  +4.7761999999999998E+03,  +1.5503370890000001E+03,
  +4.7761999999999998E+03,  +4.4836039601581250E+00,  +4.7763000000000002E+03,  +1.1567328160000000E+03,
  +4.7763000000000002E+03,  +4.6494738694785092E+00,  +4.7763999999999996E+03,  +1.5875418600000000E+03,
  +4.7763999999999996E+03,  +4.4577359368771861E+00,  +4.7765000000000000E+03,  +1.0984910689999999E+03,
  +4.7765000000000000E+03,  +4.7736756966492200E+00,  +4.7766000000000004E+03,  +1.5157585770000001E+03,
  +4.7766000000000004E+03,  +5.0615778340108770E+00,  +4.7766999999999998E+03,  +1.8173968030000001E+03,
  +4.7766999999999998E+03,  +5.0667303145356541E+00,  +4.7768000000000002E+03,  +1.9863120200000001E+03,
  +4.7768000000000002E+03,  +5.0235172140689164E+00,  +4.7768999999999996E+03,  +1.7689558950000001E+03,
  +4.7768999999999996E+03,  +4.9551862822577686E+00,  +4.7770000000000000E+03,  +1.9966135310000000E+03,
  +4.7770000000000000E+03,  +4.9033280173141707E+00,  +4.7771000000000004E+03,  +1.6320650860000001E+03,
  +4.7771000000000004E+03,  +4.8754099603489323E+00,  +4.7771999999999998E+03,  +1.6049137860000001E+03,
  +4.7771999999999998E+03,  +5.2002872457897640E+00,  +4.7773000000000002E+03,  +1.9616211710000000E+03,
  +4.7773000000000002E+03,  +4.0631938490864234E+00,  +4.7773999999999996E+03,  +9.0775378220000005E+02,
  +4.7773999999999996E+03,  +4.6697692704657223E+00,  +4.7775000000000000E+03,  +1.5716320570000000E+03,
  +4.7775000000000000E+03,  +4.2921076400853115E+00,  +4.7776000000000004E+03,  +1.0622740810000000E+03,
  +4.7776000000000004E+03,  +4.1503310497044552E+00,  +4.7776999999999998E+03,  +9.4514808340000002E+02,
  +4.7776999999999998E+03,  +4.4538685034516980E+00,  +4.7778000000000002E+03,  +1.0501472220000001E+03,
  +4.7778000000000002E+03,  +4.2272283728513935E+00,  +4.7778999999999996E+03,  +1.0092369570000000E+03,
  +4.7778999999999996E+03,  +4.3922798260939153E+00,  +4.7780000000000000E+03,  +9.9524744129999999E+02,
  +4.7780000000000000E+03,  +4.3245007158549775E+00,  +4.7781000000000004E+03,  +9.4277814739999997E+02,
  +4.7781000000000004E+03,  +4.7865365701361373E+00,  +4.7781999999999998E+03,  +1.4653869110000001E+03,
  +4.7781999999999998E+03,  +4.9277552168316472E+00,  +4.7783000000000002E+03,  +1.6356420380000000E+03,
  +4.7783000000000002E+03,  +5.0187949312121969E+00,  +4.7783999999999996E+03,  +1.7376993290000000E+03,
  +4.7783999999999996E+03,  +4.8944537771716208E+00,  +4.7785000000000000E+03,  +1.6157807359999999E+03,
  +4.7785000000000000E+03,  +4.9971905084443691E+00,  +4.7786000000000004E+03,  +1.7147663170000001E+03,
  +4.7786000000000004E+03,  +4.6392123327269479E+00,  +4.7786999999999998E+03,  +1.2925088380000000E+03,
  +4.7786999999999998E+03,  +4.6562150949858161E+00,  +4.7788000000000002E+03,  +1.2951785190000001E+03,
  +4.7788000000000002E+03,  +4.0723394640359221E+00,  +4.7788999999999996E+03,  +1.0493506290000000E+03,
  +4.7788999999999996E+03,  +4.8049671522799358E+00,  +4.7790000000000000E+03,  +1.4999833140000001E+03,
  +4.7790000000000000E+03,  +4.6493383241448649E+00,  +4.7791000000000004E+03,  +1.2738010730000001E+03,
  +4.7791000000000004E+03,  +4.4730471881090192E+00,  +4.7791999999999998E+03,  +1.0765100050000001E+03,
  +4.7791999999999998E+03,  +5.2071581569349030E+00,  +4.7793000000000002E+03,  +1.9123061200000000E+03,
  +4.7793000000000002E+03,  +4.8216761633000011E+00,  +4.7793999999999996E+03,  +1.7989399920000001E+03,
  +4.7793999999999996E+03,  +4.9912230914745415E+00,  +4.7795000000000000E+03,  +1.6933426059999999E+03,
  +4.7795000000000000E+03,  +4.3664161097945602E+00,  +4.7796000000000004E+03,  +9.8567408109999997E+02,
  +4.7796000000000004E+03,  +4.4959513791699308E+00,  +4.7796999999999998E+03,  +1.0881603729999999E+03,
  +4.7796999999999998E+03,  +4.8189933608452291E+00,  +4.7798000000000002E+03,  +1.7840254179999999E+03,
  +4.7798000000000002E+03,  +4.1095168069921293E+00,  +4.7798999999999996E+03,  +9.0083249309999997E+02,
  +4.7798999999999996E+03,  +4.5383210011277040E+00,  +4.7800000000000000E+03,  +1.1158279789999999E+03,
  +4.7800000000000000E+03,  +4.6403755424998065E+00,  +4.7801000000000004E+03,  +1.5978076500000000E+03,
  +4.7801000000000004E+03,  +4.9136512213368837E+00,  +4.7801999999999998E+03,  +1.6048170439999999E+03,
  +4.7801999999999998E+03,  +5.0371062352491913E+00,  +4.7803000000000002E+03,  +1.7280520890000000E+03,
  +4.7803000000000002E+03,  +4.2714932553515785E+00,  +4.7803999999999996E+03,  +1.1708002170000000E+03,
  +4.7803999999999996E+03,  +4.2307772211888430E+00,  +4.7805000000000000E+03,  +9.8992310769999995E+02,
  +4.7805000000000000E+03,  +4.8327679958218823E+00,  +4.7806000000000004E+03,  +1.6305159000000001E+03,
  +4.7806000000000004E+03,  +4.7260432261249052E+00,  +4.7806999999999998E+03,  +1.3574200750000000E+03,
  +4.7806999999999998E+03,  +4.7243298670579952E+00,  +4.7808000000000002E+03,  +1.3653675980000000E+03,
  +4.7808000000000002E+03,  +4.9195188743599925E+00,  +4.7808999999999996E+03,  +1.6076215569999999E+03,
  +4.7808999999999996E+03,  +5.0481210960997762E+00,  +4.7810000000000000E+03,  +1.7464793740000000E+03,
  +4.7810000000000000E+03,  +4.2991277805857600E+00,  +4.7811000000000004E+03,  +1.0785819080000001E+03,
  +4.7811000000000004E+03,  +4.6463425245647727E+00,  +4.7811999999999998E+03,  +1.2421752719999999E+03,
  +4.7811999999999998E+03,  +5.1961747433095447E+00,  +4.7813000000000002E+03,  +1.8935658599999999E+03,
  +4.7813000000000002E+03,  +4.5719182696934606E+00,  +4.7813999999999996E+03,  +1.1963139950000000E+03,
  +4.7813999999999996E+03,  +4.8791017042781872E+00,  +4.7815000000000000E+03,  +1.5716847660000001E+03,
  +4.7815000000000000E+03,  +4.6864308034151714E+00,  +4.7816000000000004E+03,  +1.3336080150000000E+03,
  +4.7816000000000004E+03,  +4.6158104489562275E+00,  +4.7816999999999998E+03,  +1.5125091370000000E+03,
  +4.7816999999999998E+03,  +4.3050252113815768E+00,  +4.7818000000000002E+03,  +1.0639334130000000E+03,
  +4.7818000000000002E+03,  +5.0144548433772620E+00,  +4.7818999999999996E+03,  +1.8311526369999999E+03,
  +4.7818999999999996E+03,  +4.4506696178677068E+00,  +4.7820000000000000E+03,  +1.0592214910000000E+03,
  +4.7820000000000000E+03,  +5.0875881786549035E+00,  +4.7821000000000004E+03,  +1.7832461989999999E+03,
  +4.7821000000000004E+03,  +4.7091719095064093E+00,  +4.7821999999999998E+03,  +1.3888657270000001E+03,
  +4.7821999999999998E+03,  +4.6026867200739652E+00,  +4.7823000000000002E+03,  +1.2356602590000000E+03,
  +4.7823000000000002E+03,  +5.2155087952723163E+00,  +4.7823999999999996E+03,  +1.9468631049999999E+03,
  +4.7823999999999996E+03,  +4.5764414148685848E+00,  +4.7825000000000000E+03,  +1.2234952969999999E+03,
  +4.7825000000000000E+03,  +4.7292819254420664E+00,  +4.7826000000000004E+03,  +1.4034746900000000E+03,
  +4.7826000000000004E+03,  +5.0895835628954460E+00,  +4.7826999999999998E+03,  +1.8071529940000000E+03,
  +4.7826999999999998E+03,  +4.7245247878730545E+00,  +4.7828000000000002E+03,  +1.7086793070000001E+03,
  +4.7828000000000002E+03,  +4.7728882691525163E+00,  +4.7828999999999996E+03,  +1.4798679020000000E+03,
  +4.7828999999999996E+03,  +5.1077612676381650E+00,  +4.7830000000000000E+03,  +1.8304487030000000E+03,
  +4.7830000000000000E+03,  +4.8373831833472059E+00,  +4.7831000000000004E+03,  +1.5676333000000000E+03,
  +4.7831000000000004E+03,  +4.2891419962946209E+00,  +4.7831999999999998E+03,  +9.3481550210000000E+02,
  +4.7831999999999998E+03,  +4.9175581833602342E+00,  +4.7833000000000002E+03,  +1.6156631560000001E+03,
  +4.7833000000000002E+03,  +4.9702703210524941E+00,  +4.7833999999999996E+03,  +1.6869659660000000E+03,
  +4.7833999999999996E+03,  +4.7977532759122861E+00,  +4.7835000000000000E+03,  +1.5265145780000000E+03,
  +4.7835000000000000E+03,  +4.9459837684896932E+00,  +4.7836000000000004E+03,  +1.8008680700000000E+03,
  +4.7836000000000004E+03,  +4.1113851709742431E+00,  +4.7836999999999998E+03,  +9.2628368360000002E+02,
  +4.7836999999999998E+03,  +5.2822953636144891E+00,  +4.7838000000000002E+03,  +1.9997861100000000E+03,
  +4.7838000000000002E+03,  +4.3766470625072067E+00,  +4.7838999999999996E+03,  +1.0097617330000000E+03,
  +4.7838999999999996E+03,  +4.5596740790408665E+00,  +4.7840000000000000E+03,  +1.1690568929999999E+03,
  +4.7840000000000000E+03,  +5.3452694885493086E+00,  +4.7841000000000004E+03,  +2.6374703159999999E+03,
  +4.7841000000000004E+03,  +5.5224391028833182E+00,  +4.7841999999999998E+03,  +4.9643899819999997E+03,
  +4.7841999999999998E+03,  +5.2931684939873769E+00,  +4.7843000000000002E+03,  +2.4892814400000002E+03,
  +4.7843000000000002E+03,  +5.2395521845384003E+00,  +4.7843999999999996E+03,  +2.0711356449999998E+03,
  +4.7843999999999996E+03,  +5.2835726474479978E+00,  +4.7845000000000000E+03,  +2.6242641119999998E+03,
  +4.7845000000000000E+03,  +5.3974864666235591E+00,  +4.7846000000000004E+03,  +4.8249876219999996E+03,
  +4.7846000000000004E+03,  +5.3862877541605405E+00,  +4.7846999999999998E+03,  +3.8415009690000002E+03,
  +4.7846999999999998E+03,  +5.2368375050239102E+00,  +4.7848000000000002E+03,  +2.7492593849999998E+03,
  +4.7848000000000002E+03,  +5.6108078052432981E+00,  +4.7848999999999996E+03,  +4.3955232050000004E+03,
  +4.7848999999999996E+03,  +5.3504064082239404E+00,  +4.7850000000000000E+03,  +3.7366346690000000E+03,
  +4.7850000000000000E+03,  +5.3385161355825792E+00,  +4.7851000000000004E+03,  +3.3793403109999999E+03,
